gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	old_locus_tag
SPY_RS00945	774.986913588365	0.1405430963624	0.180948985620649	0.247319638726872	0.60238506954885	SPy_0181	SPy_0181
SPY_RS00950	730.45260520545	0.31869461386864	0.264512539533242	0.0382637243295039	0.251825899316699	ulaG	SPy_0182
SPY_RS00955	2320.29553874061	-0.0188158436783416	0.156884361111266	0.863066495577332	0.961992507626328	opuAA	SPy_0183
SPY_RS00960	8141.51591571171	-0.0684349407358113	0.164531033957677	0.542767028889297	0.829462277690055	busAB	SPy_0184
SPY_RS00965	1886.90974281497	-0.123220769474585	0.173556893785661	0.306480549831147	0.67400286892327	polA	SPy_0185
SPY_RS00970	1935.6570271096	-0.113027229367651	0.166495687410313	0.33882060963492	0.692448289613782	yneT	SPy_0186
SPY_RS00975	1599.01644397767	-0.0994907236990495	0.170254088942808	0.382825418251578	0.729847020407685	perR	SPy_0187
SPY_RS00980	606.870426114298	-0.0850069605187607	0.173181715467356	0.452510863602384	0.782056818617163	SPy_0188	SPy_0188
SPY_RS00985	2923.87088306929	-0.0998785724410458	0.168253705768891	0.390524366050866	0.736558922944348	SPy_0189	SPy_0189
SPY_RS00990	14988.1457821048	0.484422245401776	0.247823100776326	0.00595150108445404	0.0795200565065708	SPy_0190	SPy_0190
SPY_RS01000	214.386814488484	0.092496546302906	0.19907451768379	0.392055814612715	0.737714491401441	SPy_0191b	SPy_0191b
SPY_RS01015	63.609047884018	0.269149578746132	0.388128875539126	0.0417482956031141	0.257286007786633	nadC	SPy_0197
SPY_RS01020	211.280764374641	0.156623060448378	0.225257946443506	0.189360224203499	0.563343112094301	SPy_0198	SPy_0198
SPY_RS01025	630.680328741547	-0.195153075698611	0.254356126984993	0.107611649200667	0.436057791266597	SPy_0201	SPy_0201
SPY_RS01030	5349.9682766266	0.170529978349054	0.179210483745586	0.170090197260788	0.54362665581377	tgt	SPy_0203
SPY_RS01035	545.606413301924	0.754254308073743	0.265484749823488	0.000297216250455894	0.0112517580529731	SPy_0205	SPy_0205
SPY_RS01040	660.471486582009	1.03298469371349	0.24712999833827	1.70655330582505e-06	0.000226118313021819	bioY	SPy_0207
SPY_RS01045	804.414433406964	-0.188926541724834	0.254899576257744	0.115827248062541	0.446076700558235	yhfI	SPy_0208
SPY_RS01050	767.916847730919	-0.163265330194984	0.236494090661157	0.158604649363743	0.527760783781294	tadA	-
SPY_RS01055	133.91937665479	-0.0703215576362917	0.195080687570285	0.505594087262438	0.814863873111722	SPy_0210	SPy_0210
SPY_RS01065	562.870396137355	-0.0730717731676193	0.179294509280551	0.517993069918192	0.820456737514985	speG	SPy_0212
SPY_RS01070	12177.5741880361	0.104482176364042	0.159511140845557	0.367608862800408	0.709342344481371	pgi	SPy_0215
SPY_RS01075	309.795389188012	0.116225214001874	0.192976565939411	0.320283475346459	0.683316903460888	rofA	SPy_0216
SPY_RS01080	236.900513270081	0.0484723148922047	0.184055285036985	0.64992037699213	0.872045062799567	SPy_0217	SPy_0217
SPY_RS01085	1183.3142251634	0.211385662896153	0.202578722975815	0.10819861558277	0.436639083189352	gluP	SPy_0223
SPY_RS01090	1016.52533846219	-0.149920724724781	0.208523633425741	0.215856878810134	0.574895204871211	galU	SPy_0224
SPY_RS01095	2986.99895548588	-0.141450685359184	0.180806356734355	0.241163701798553	0.597274588566509	gpsA	SPy_0226
SPY_RS01100	142.455857109193	0.000418070624586198	0.186115683691353	0.999731814144535	0.999731814144535	SPy_0228	SPy_0228
SPY_RS01105	609.378026198165	-0.0168138861179723	0.162768799024852	0.856807419828796	0.96091338627034	SPy_0229	SPy_0229
